clip,p_raw,label
429,0.8420427,0
430,0.5104105,0
431,0.059398085,0
432,0.19140713,0
433,0.561665,0
434,0.23519155,0
435,0.16098374,0
436,0.55229014,0
437,0.62352526,0
438,0.50855833,0
439,0.10033592,0
440,0.7565273,0
441,0.40629858,0
442,0.5301835,0
443,0.3851977,0
444,0.12477812,0
445,0.060468957,0
446,0.80265826,0
447,0.43546423,0
448,0.114176825,0
449,0.45867515,0
450,0.115604065,0
451,0.74457127,0
452,0.72096705,0
453,0.1416057,0
454,0.060064003,0
455,0.7610986,0
456,0.675607,0
457,0.09573746,0
458,0.79796886,0
459,0.88442665,0
460,0.16561848,0
461,0.8762365,0
462,0.59797955,0
463,0.60833544,0
464,0.63027924,0
465,0.08027255,0
466,0.09597279,0
467,0.17197399,0
468,0.8227375,0
469,0.1282963,0
470,0.44975194,0
471,0.13656491,0
472,0.1042671,0
473,0.11919676,0
474,0.11045803,0
475,0.907963,0
476,0.8497804,0
477,0.07602378,0
478,0.12781972,0
479,0.4244414,0
480,0.10701355,0
481,0.3444968,0
482,0.6955893,0
483,0.9044108,0
484,0.4503425,0
485,0.15269889,0
486,0.29318562,0
487,0.08658812,0
488,0.09345691,0
489,0.2919464,0
490,0.13419414,0
491,0.10289161,0
492,0.085041635,0
493,0.19347359,0
494,0.07348795,0
495,0.23213243,0
496,0.09410282,0
497,0.07931265,0
498,0.1151805,0
499,0.0891026,0
500,0.5089024,0
501,0.77284807,0
502,0.08231723,0
503,0.09689173,0
504,0.9379955,0
505,0.17450573,0
506,0.58759165,0
507,0.0724639,0
508,0.61996627,0
509,0.21619304,0
510,0.08226556,0
511,0.5861697,0
512,0.7706945,0
513,0.8293533,0
514,0.88641363,0
515,0.7289709,0
516,0.08802351,0
517,0.14415732,0
518,0.7362464,0
519,0.5314578,0
520,0.1026734,0
521,0.09470014,0
522,0.083578065,0
523,0.22659007,0
524,0.14532812,0
525,0.49506557,0
526,0.5393946,0
527,0.5231568,0
528,0.12256852,0
529,0.10000027,0
530,0.10827692,0
531,0.7588169,0
532,0.089477785,0
533,0.5764869,0
534,0.18117332,0
535,0.84920996,0
536,0.05073852,0
537,0.60045546,0
538,0.13214734,0
539,0.10152297,0
540,0.85938007,0
541,0.1387455,0
542,0.82836866,0
543,0.85427284,0
544,0.10219576,0
545,0.81015426,0
546,0.18375072,0
547,0.7908802,0
548,0.27292672,0
549,0.07242166,0
550,0.43460146,0
551,0.07076099,0
552,0.390679,0
553,0.8938103,0
554,0.42458388,0
555,0.20899945,0
556,0.8207662,0
557,0.11368848,0
558,0.7473941,0
559,0.16831225,0
560,0.08194624,0
561,0.43366554,0
562,0.08618663,0
563,0.350835,0
564,0.08727124,0
565,0.796101,0
566,0.08285878,0
567,0.06993929,0
568,0.8534559,0
569,0.105157934,0
570,0.71430206,0
571,0.46282563,0
572,0.8983685,0
573,0.7886177,0
574,0.7833987,0
575,0.092245586,0
576,0.49703246,0
577,0.937739,0
578,0.8769641,0
579,0.6278637,0
580,0.912918,0
581,0.54543614,0
582,0.9174481,0
583,0.18271041,0
584,0.15190737,0
585,0.19273037,0
586,0.09313554,0
587,0.8485187,0
588,0.08931775,0
589,0.11620643,0
590,0.78599715,0
591,0.06325764,0
592,0.79193455,0
593,0.16246179,0
594,0.66075736,0
595,0.81695527,0
596,0.7252734,0
597,0.21302484,0
598,0.5849527,0
599,0.5029464,0
600,0.07468626,0
601,0.63059014,0
602,0.8068499,0
603,0.116168834,0
604,0.6157717,0
605,0.06587732,0
606,0.87472534,0
607,0.8857647,0
608,0.8732443,0
609,0.16313998,0
610,0.4591707,0
611,0.42846757,0
612,0.16956607,0
613,0.8858384,0
614,0.09841835,0
615,0.08155743,0
616,0.4102243,0
617,0.07758659,0
618,0.23979113,0
619,0.8179319,0
620,0.87667274,0
621,0.36796764,0
622,0.079858154,0
623,0.13517722,0
624,0.7862142,0
625,0.8901862,0
626,0.08366247,0
627,0.7824329,0
628,0.109748505,0
629,0.7760498,0
630,0.09157157,0
631,0.35090196,0
632,0.1404371,0
633,0.3841578,0
634,0.10157234,0
635,0.54431576,0
636,0.1655565,0
637,0.5662715,0
638,0.7954329,0
639,0.37609938,0
640,0.10259664,0
641,0.8727593,0
642,0.5481836,0
643,0.5970012,0
644,0.09496327,0
645,0.08824094,0
646,0.12372623,0
647,0.28956625,0
648,0.20500778,0
649,0.15091655,0
650,0.073289916,0
651,0.85935944,0
652,0.08225192,0
653,0.4705721,0
654,0.08861446,0
655,0.88371557,0
656,0.1911953,0
657,0.08634723,0
658,0.7008885,0
659,0.49954894,0
660,0.54872763,0
661,0.19657545,0
662,0.5231388,0
663,0.14701392,0
664,0.11544427,0
665,0.5338482,0
666,0.09140967,0
667,0.83491117,0
668,0.7475533,0
669,0.10701315,0
670,0.08336463,0
671,0.07075852,0
672,0.12273499,0
673,0.92037743,0
674,0.8075248,0
675,0.29808068,0
676,0.8743341,0
677,0.8936786,0
678,0.22389323,0
679,0.847708,0
680,0.77984667,0
681,0.898821,0
682,0.16881481,0
683,0.84453803,0
684,0.66856354,0
685,0.87009376,0
686,0.8248846,0
687,0.39212003,0
688,0.10704046,0
689,0.6368426,0
690,0.0803698,0
691,0.0720807,0
692,0.7680912,0
693,0.10772765,0
694,0.10424467,0
695,0.79541755,0
696,0.8830582,0
697,0.88286954,0
698,0.7838469,0
699,0.19758229,0
700,0.07771243,0
701,0.08470002,0
702,0.6982361,0
703,0.43492854,0
704,0.8755089,0
705,0.09912779,0
706,0.10552066,0
707,0.19225611,0
708,0.53500956,0
709,0.4324989,0
710,0.8345959,0
711,0.089612305,0
712,0.8321226,0
713,0.17479965,0
714,0.43724883,0
715,0.2764266,0
716,0.46669248,0
717,0.09156796,0
718,0.06546765,0
719,0.18084885,0
720,0.38640326,0
721,0.113170855,0
722,0.66511124,0
723,0.43819106,0
724,0.09105769,0
725,0.08819034,0
726,0.13205566,0
727,0.64222777,0
728,0.5345242,0
729,0.53985935,0
730,0.7171126,0
731,0.8709633,0
732,0.07745416,0
733,0.30272472,0
734,0.082307816,0
735,0.80262893,0
736,0.21584548,0
737,0.5975845,0
738,0.9009388,0
739,0.10775907,0
740,0.26761374,0
741,0.8748909,0
742,0.84116405,0
743,0.3482638,0
744,0.17491017,0
745,0.8830027,0
746,0.39749572,0
747,0.40766346,0
748,0.37791213,0
749,0.51460546,0
750,0.8882108,0
751,0.063490584,0
752,0.08624487,0
753,0.057100877,0
754,0.10229046,0
755,0.80131286,0
756,0.86175334,0
757,0.9237687,0
758,0.8119955,0
759,0.68028015,0
760,0.07606591,0
761,0.83310926,0
762,0.13137455,0
763,0.071421035,0
764,0.08932733,0
765,0.08731781,0
766,0.51102275,0
767,0.5918916,0
768,0.78459007,0
769,0.38187677,0
770,0.8178963,0
771,0.07699646,0
772,0.49653447,0
773,0.8699489,0
774,0.89699215,0
775,0.6917266,0
776,0.5237629,0
777,0.48749328,0
778,0.88994914,0
779,0.18132903,0
780,0.62111413,0
781,0.09214687,0
782,0.12727387,0
783,0.8144354,0
784,0.4478037,0
785,0.74497336,0
786,0.06367595,0
787,0.2580235,0
788,0.8735689,0
789,0.10013997,0
790,0.08324702,0
791,0.91568893,0
792,0.073447704,0
793,0.11469439,0
794,0.88059795,0
795,0.072683744,0
796,0.66725403,0
797,0.392831,0
798,0.8400737,0
799,0.8589469,0
800,0.8831091,0
801,0.5056423,0
802,0.11270636,0
803,0.8902237,0
804,0.72274303,0
805,0.47751576,0
806,0.5400883,0
807,0.87871206,0
808,0.16838387,0
809,0.101008356,0
810,0.083647616,0
811,0.09831106,0
812,0.8820169,0
813,0.6772421,0
814,0.8943365,0
815,0.08484814,0
816,0.08512596,0
817,0.86879027,0
818,0.83892363,0
819,0.5703052,0
820,0.23664933,0
821,0.91507035,0
822,0.67939454,0
823,0.79717356,0
824,0.8646666,0
825,0.9025326,0
826,0.68201107,0
827,0.06260088,0
828,0.87260693,0
829,0.77241004,0
830,0.11614067,0
831,0.19785555,0
832,0.7194713,0
833,0.1375694,0
834,0.14501952,0
835,0.108229265,0
836,0.27703655,0
837,0.12705748,0
838,0.10607256,0
839,0.84679526,0
840,0.8993103,0
841,0.10160124,0
842,0.9094282,0
843,0.75091994,0
844,0.64744,0
845,0.16172963,0
846,0.10065422,0
847,0.08270063,0
848,0.46361378,0
849,0.21120502,0
850,0.0805666,0
851,0.5392031,0
852,0.09548636,0
853,0.6808523,0
854,0.54940873,0
855,0.55246896,0
856,0.61658627,0
857,0.5578582,0
858,0.87349504,0
859,0.15123358,0
860,0.44537166,0
861,0.85126096,0
862,0.69726366,0
863,0.77344865,0
864,0.4472234,0
865,0.5506501,0
866,0.81320316,0
867,0.091546625,0
868,0.8533346,0
869,0.88283795,0
870,0.084111184,0
871,0.4461814,0
872,0.7245197,0
873,0.22310965,0
874,0.10885176,0
875,0.14419268,0
876,0.54270816,0
877,0.8276246,0
878,0.7451353,0
879,0.92122644,0
880,0.1609194,0
881,0.07288568,0
882,0.4330974,0
883,0.89556915,0
884,0.86361,0
885,0.17594819,0
886,0.123186275,0
887,0.8327458,0
888,0.84785527,0
889,0.8829108,0
890,0.14179699,0
891,0.39049643,0
892,0.5827386,0
893,0.6249056,0
894,0.065559246,0
895,0.81569904,0
896,0.086805075,0
897,0.83640045,0
898,0.87628114,0
899,0.9143124,0
900,0.5474083,0
901,0.4708725,0
902,0.059796944,0
903,0.6767634,0
904,0.25964707,0
905,0.6082897,0
906,0.8564156,0
907,0.3995318,0
908,0.9065877,0
909,0.42369425,0
910,0.87394094,0
911,0.19965515,0
912,0.09670513,0
913,0.6884727,0
914,0.38867307,0
915,0.1716802,0
916,0.87334555,0
917,0.15671891,0
918,0.08118174,0
919,0.8090552,0
920,0.67635006,0
921,0.89422417,0
922,0.77822304,0
923,0.89598256,0
924,0.35230955,0
925,0.5775899,0
926,0.6891696,0
927,0.09059628,0
928,0.91683996,0
929,0.37187836,0
930,0.87281334,0
931,0.709736,0
932,0.7960612,0
933,0.90118796,0
934,0.33673638,0
935,0.20538877,0
936,0.6546472,0
937,0.7928759,0
938,0.05742479,0
939,0.28839862,0
940,0.87647,0
941,0.30514425,0
942,0.8678393,0
943,0.5042695,0
944,0.08751101,0
945,0.06910695,0
946,0.08808383,0
947,0.91383594,0
948,0.8147289,0
949,0.16975543,0
950,0.7129311,0
951,0.55938005,0
952,0.67631966,0
953,0.9022308,0
954,0.8856163,0
955,0.07677942,0
956,0.826014,0
957,0.09916464,0
958,0.124429636,0
959,0.7848278,0
960,0.16886169,0
961,0.21244012,0
962,0.10435644,0
963,0.84208846,0
964,0.90225846,0
965,0.8407003,0
966,0.8203653,0
967,0.87189084,0
968,0.31545392,0
969,0.60933447,0
970,0.91927916,0
971,0.72486806,0
972,0.5848877,0
973,0.9039235,0
974,0.8862433,0
975,0.6084393,0
976,0.91523015,0
977,0.89299893,0
978,0.14237772,0
979,0.07565569,0
980,0.17224666,0
981,0.14421599,0
982,0.085476846,0
983,0.2501961,0
984,0.89952165,0
985,0.90128595,0
986,0.077511415,0
987,0.08632385,0
988,0.4522834,0
989,0.4044881,0
990,0.61875266,0
991,0.31005424,0
992,0.6954198,0
993,0.15381981,0
994,0.8341481,0
995,0.8766267,0
996,0.46220028,0
997,0.8665067,0
998,0.26804316,0
999,0.073093645,0
1000,0.76308894,0
1001,0.8322326,0
1002,0.10536252,0
1003,0.8838432,0
1004,0.6041532,0
1005,0.7243278,0
1006,0.1509455,0
1007,0.7955752,0
1008,0.72685206,0
1009,0.72005695,0
1010,0.5042851,0
1011,0.0987548,0
1012,0.081235796,0
1013,0.21696748,0
1014,0.084284164,0
1015,0.2776877,0
1016,0.4086005,0
1017,0.079460114,0
1018,0.14467588,0
1019,0.10079592,0
1020,0.8396165,0
1021,0.09047152,0
1022,0.83924645,0
1023,0.8449944,0
1024,0.086232774,0
1025,0.9131224,0
1026,0.6704923,0
1027,0.61948764,0
1028,0.486631,0
1029,0.8161765,0
1030,0.7419053,0
1031,0.3119516,0
1032,0.088993065,0
1033,0.08597185,0
1034,0.8638455,0
1035,0.7661148,0
1036,0.58226764,0
1037,0.44002718,0
1038,0.04702748,0
1039,0.23025101,0
1040,0.34534216,0
1041,0.08825606,0
1042,0.51917976,0
1043,0.86481154,0
1044,0.30470845,0
1045,0.29829213,0
1046,0.7105137,0
1047,0.07515324,0
1048,0.07432754,0
1049,0.15978786,0
1050,0.87803376,0
1051,0.11235338,0
1052,0.08324224,0
1053,0.7472623,0
1054,0.8623865,0
1055,0.60776216,0
1056,0.46184036,0
1057,0.58759135,0
1058,0.9006282,0
1059,0.9050501,0
1060,0.36967734,0
1061,0.224037,0
1062,0.6471577,0
1063,0.7575524,0
1064,0.18250664,0
1065,0.909957,0
1066,0.09368491,0
1067,0.075943165,0
1068,0.086228855,0
1069,0.08979368,0
1070,0.096673526,0
1071,0.88686633,0
1072,0.22182888,0
1073,0.12149573,0
1074,0.16770923,0
1075,0.19359069,0
1076,0.5762779,0
1077,0.11981079,0
1078,0.6998647,0
1079,0.5685584,0
1080,0.11099811,0
1081,0.9159985,0
1082,0.2942089,0
1083,0.07920142,0
1084,0.067231596,0
1085,0.30488443,0
1086,0.72245,0
1087,0.9287652,0
1088,0.60308135,0
1089,0.1748917,0
1090,0.8552028,0
1091,0.101529114,0
1092,0.88536465,0
1093,0.70973456,0
1094,0.4830308,0
1095,0.88381594,0
1096,0.080701075,0
1097,0.26434797,0
1098,0.5894543,0
1099,0.74639845,0
1100,0.867562,0
1101,0.08155821,0
1102,0.071429096,0
1103,0.8655106,0
1104,0.88354874,0
1105,0.868584,0
1106,0.5735393,0
1107,0.08422036,0
1108,0.1354975,0
1109,0.80658776,0
1110,0.584362,0
1111,0.101251855,0
1112,0.8127797,0
1113,0.077885486,0
1114,0.54474366,0
1115,0.8851626,0
1116,0.24683492,0
1117,0.8343638,0
1118,0.20150612,0
1119,0.4533377,0
1120,0.10350912,0
1121,0.9178149,0
1122,0.08254892,0
1123,0.109254226,0
1124,0.20381571,0
1125,0.4727851,0
1126,0.7873357,0
1127,0.7206726,0
1128,0.7162758,0
1129,0.1587552,0
1130,0.063764796,0
1131,0.5014691,0
1132,0.89322937,0
1133,0.7765204,0
1134,0.9016498,0
1135,0.8787416,0
1136,0.07190143,0
1137,0.8462682,0
1138,0.13382298,0
1139,0.277189,0
1140,0.8940542,0
1141,0.74669147,0
1142,0.8725805,0
1143,0.6896331,0
1144,0.08001256,0
1145,0.08536895,0
1146,0.8380428,0
1147,0.88478506,0
1148,0.07832472,0
1149,0.36496797,0
1150,0.54510117,0
1151,0.10308859,0
1152,0.87961787,0
1153,0.09370663,0
1154,0.8062597,0
1155,0.7532033,0
1156,0.1299568,0
1157,0.70143545,0
1158,0.11313053,0
1159,0.5377213,0
1160,0.5950597,0
1161,0.60594344,0
1162,0.70184845,0
1163,0.7562441,0
1164,0.2934913,0
1165,0.7376521,0
1166,0.16936007,0
1167,0.46379042,0
1168,0.19032091,0
1169,0.26456517,0
1170,0.19155097,0
1171,0.2750844,0
1172,0.7548138,0
1173,0.07010134,0
1174,0.89362293,0
1175,0.5696408,0
1176,0.6788418,0
1177,0.8988675,0
1178,0.8887156,0
1179,0.09233379,0
1180,0.13154684,0
1181,0.8002024,0
1182,0.8251001,0
1183,0.18669084,0
1184,0.076433524,0
1185,0.87568885,0
1186,0.8559573,0
1187,0.10478894,0
1188,0.91441876,0
1189,0.8208849,0
1190,0.8903637,0
1191,0.18198207,0
1192,0.89789045,0
1193,0.42883202,0
1194,0.9012512,0
1195,0.10326652,0
1196,0.84140384,0
1197,0.23257248,0
1198,0.10169519,0
1199,0.6853334,0
1200,0.10569354,0
1201,0.09277472,0
1202,0.7995639,0
1203,0.6923322,0
1204,0.85821533,0
1205,0.09889437,0
1206,0.8218748,0
1207,0.4870521,0
1208,0.2653236,0
1209,0.92579424,0
1210,0.76710796,0
1211,0.754555,0
1212,0.5258795,0
1213,0.8529534,0
1214,0.56989366,0
1215,0.3614453,0
1216,0.5138671,0
1217,0.78739595,0
1218,0.7020882,0
1219,0.49320486,0
1220,0.91139007,0
1221,0.2509474,0
1222,0.079239376,0
1223,0.066255674,0
1224,0.1082956,0
1225,0.4933081,0
1226,0.22284517,0
1227,0.07546454,0
1228,0.15304826,0
1229,0.06564879,0
1230,0.4989357,0
1231,0.87834305,0
1232,0.32610112,0
1233,0.81214285,0
1234,0.870528,0
1235,0.4501796,0
1236,0.07213145,0
1237,0.08077668,0
1238,0.9015841,0
1239,0.13024937,0
1240,0.6773131,0
1241,0.8078657,0
1242,0.55359095,0
1243,0.5209203,0
1244,0.13626441,0
1245,0.82017666,0
1246,0.8845714,0
1247,0.8652514,0
1248,0.6393532,0
1249,0.72171164,0
1250,0.09846497,0
1251,0.14287648,0
1252,0.8509185,0
1253,0.8929153,0
1254,0.8934807,0
1255,0.21607183,0
1256,0.2732246,0
1257,0.1039238,0
1258,0.1189953,0
1259,0.4220129,0
1260,0.29209253,0
1261,0.79461414,0
1262,0.7953593,0
1263,0.58303463,0
1264,0.102569886,0
1265,0.85284436,0
1266,0.13057654,0
1267,0.07587961,0
1268,0.9155701,0
1269,0.8351177,0
1270,0.8457627,0
1271,0.86320573,0
1272,0.52179694,0
1273,0.75989413,0
1274,0.8567657,0
1275,0.81088054,0
1276,0.6447929,0
1277,0.10594723,0
1278,0.81279415,0
1279,0.8870298,0
1280,0.41469112,0
1281,0.67129165,0
1282,0.9262958,0
1283,0.16817008,0
1284,0.91662645,0
1285,0.82675004,0
1286,0.80914474,0
1287,0.5680257,0
1288,0.8876263,0
1289,0.22711495,0
1290,0.11496069,0
1291,0.71034366,0
1292,0.12960586,0
1293,0.117852405,0
1294,0.36260656,0
1295,0.09975888,0
1296,0.8135459,0
1297,0.902203,0
1298,0.59222955,0
1299,0.624395,0
1300,0.114371836,0
1301,0.20911206,0
1302,0.8814729,0
1303,0.75842905,0
1304,0.12894712,0
1305,0.7182836,0
1306,0.8369112,0
1307,0.098645166,0
1308,0.7867988,0
1309,0.8045262,0
1310,0.07522448,0
1311,0.8531456,0
1312,0.57608145,0
1313,0.14018404,0
1314,0.56318563,0
1315,0.78092295,0
1316,0.88168967,0
1317,0.28713536,0
1318,0.83927953,0
1319,0.8616193,0
1320,0.8849441,0
1321,0.7856271,0
1322,0.34643295,0
1323,0.82830197,0
1324,0.73905843,0
1325,0.65968835,0
1326,0.84959483,0
1327,0.7188905,0
1328,0.17886434,0
1329,0.8849716,0
1330,0.3113284,0
1331,0.73526657,0
1332,0.80013305,0
1333,0.092545845,0
1334,0.6754108,0
1335,0.78414613,0
1336,0.83867854,0
1337,0.084426425,0
1338,0.069028735,0
1339,0.38014,0
1340,0.30903336,0
1341,0.6130847,0
1342,0.45845947,0
1343,0.15483262,0
1344,0.09137993,0
1345,0.82652265,0
1346,0.527153,0
1347,0.27633375,0
1348,0.09275778,0
1349,0.5577378,0
1350,0.08755374,0
1351,0.556881,0
1352,0.8368405,0
1353,0.88095266,0
1354,0.8094078,0
1355,0.6096577,0
1356,0.74162644,0
1357,0.109023854,0
1358,0.9212282,0
1359,0.91190404,0
1360,0.33521864,0
1361,0.8893103,0
1362,0.58178633,0
1363,0.5701404,0
1364,0.86586523,0
